ax,ay,az,gx,gy,gz
-5.5210,-1.6664,-6.6200,-0.2630,-0.6089,-0.6880
-7.7524,-1.3455,-3.6105,-0.4967,-0.6273,0.2638
-8.4324,1.1588,-2.1644,-0.2236,-0.1596,0.7528
-8.2528,1.1325,-1.5754,-0.1884,0.0917,0.8263
-7.6662,7.0102,-5.5809,-0.1940,0.2822,0.9044
-3.6919,4.3503,-4.1132,0.6254,-0.9435,0.6749
-4.4867,8.5186,-2.8323,-0.7053,-1.0152,0.5329
-6.1914,8.2073,-0.7039,-0.7080,-0.3976,-0.1242
-5.8083,5.5067,-0.9242,0.3589,0.9523,0.0536
-5.0182,5.7509,-1.3647,-0.5441,1.1602,-0.3403
-9.4523,14.3892,-3.9097,-1.3310,1.2430,-0.7634
-2.0375,5.5881,-1.5036,-0.6371,1.7965,-0.9633
-1.9728,8.3773,-4.5083,-0.7218,0.4066,0.2177
-3.6943,4.6567,-1.9369,0.2262,0.1572,-0.0370
-5.6479,7.3909,-2.6576,-0.1860,0.2582,-0.1759
-5.5498,7.5489,-0.9481,-0.0274,-0.2228,0.5009
-4.2593,6.8067,0.0000,-0.4167,0.0037,-0.6360
-6.1076,2.9233,5.0087,2.0462,-0.1013,-0.3147
-6.7684,6.9456,-6.2465,0.5140,-0.3403,1.0416
-10.0006,3.4213,7.0749,-0.4101,1.7717,-0.0645
1.0654,7.1323,-25.9460,-0.5705,6.2270,1.0243
9.3996,11.8537,-9.8497,-3.7467,-3.4475,-1.0523
0.1867,8.9998,2.6743,-1.9063,1.3395,-1.6302
-1.2833,10.2855,1.0894,0.7402,0.2579,0.3078
0.7997,10.6135,-0.1748,1.1794,-0.1527,0.7011
2.0518,9.3206,-4.5490,1.0155,0.7746,-1.6236
1.0056,7.9009,-6.1435,0.0597,-0.2555,-2.0190
-4.6495,2.7869,-2.6360,0.1868,0.0485,-1.1295
-4.6974,8.8370,-2.3679,-0.2217,0.5185,0.8468
-2.3870,6.2201,-5.9807,1.2793,0.6331,1.6140
0.0048,4.7405,-9.3781,0.3520,0.3179,0.5702
1.6807,4.5250,-7.7189,0.0464,-0.0829,-0.7669
0.5674,6.1746,-6.2153,-1.0946,-0.4860,-0.9734
-2.7629,8.8681,-3.7900,0.0211,-1.8985,-0.5777
-8.5066,3.6583,-2.6025,0.2116,-0.0602,0.5404
-4.6088,6.1172,-2.5642,0.3792,0.3072,0.5305
-4.5298,7.7644,-3.5458,0.1303,-0.3325,0.2707
-1.1013,9.8114,-3.9768,0.4037,-0.0408,0.1231
-3.4405,10.0389,-4.9488,0.0610,0.0703,-0.0504
0.5315,6.9168,-4.7980,0.0064,0.6382,-0.6078
-0.8882,5.1356,-4.4293,-0.6081,1.0472,-1.5703
-9.1866,4.3551,-4.9009,0.2555,-0.2635,-0.5526
-5.2337,4.8339,-2.8012,0.0378,0.3848,-0.2310
-5.8562,5.7485,-3.6009,0.0043,0.3038,-0.1026
-5.2026,6.9384,-4.3335,-0.2078,0.5247,0.0799
-2.2769,5.9687,-5.2505,0.5353,-0.0453,0.1495
-2.2290,6.1603,-4.4604,0.4242,-0.2081,0.0957
-2.3056,6.8211,-5.0039,0.2838,-0.6113,0.2625
-5.7796,5.9352,-5.6671,0.5065,-0.6320,0.6328
-4.8914,4.9967,-4.5681,0.1839,-0.2990,0.3706
-5.8969,9.0309,-7.3741,0.0469,-0.1015,0.4373
-2.0255,4.8195,-5.1427,1.2220,-0.3557,0.3046
-2.9712,4.9656,-5.7078,0.8383,-0.3701,0.6800
-5.5737,7.4819,-7.2353,1.3576,-0.5790,1.3390
-4.4173,0.7901,-4.6328,1.3968,0.2030,1.1938
-2.3320,-0.0551,-7.3263,0.9212,0.6241,0.6861
1.1301,-3.8331,-9.9264,1.1964,0.7757,1.6228
3.0981,-3.9361,-9.7731,0.1913,0.7895,0.9108
3.5554,-1.2330,-8.3869,0.0029,0.2702,0.9545
3.9816,-1.0750,-8.1834,-0.1407,0.0253,1.2526
3.8882,-2.3296,-7.3215,0.5585,0.1279,1.3776
-0.5124,-3.1891,-7.5992,-0.6702,-1.2353,0.7480
-9.0094,4.6495,-14.8656,-0.1058,-0.2825,0.5412
-3.4716,0.9146,-9.3230,-0.3211,-0.2038,-0.1386
-0.9529,1.7071,-7.6806,0.4533,-0.0093,-0.0991
-0.3807,0.0072,-1.5826,0.1745,-0.0384,0.0133
